"";"chain_type";"flow";"storage_transport";"processing";"distribution";"Consumption"
"1";"plant_based";"cont";7733968,89883077;7042086,81185069;6551809,69276973;5131819,29369303
"2";"plant_based";"waste";426859,962013935;691882,086980082;490277,119080959;1419990,3990767
"3";"animal_based";"cont";580186,757124928;563559,297382679;550505,494836619;449179,91161129
"4";"animal_based";"waste";16961,4523628743;16627,4597422491;13053,8025460605;101325,583225328
